fish_name,scientific_name,family,genus,gear,fisher_ID,date,month,year,village,time_decimal,total_weight,number_fish,total_sold,total_consumed
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,52,2/27/2017,2,2017,1,3.87,29.26663285,66,29.26663285,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,3,3/26/2016,3,2016,2,4,2.235,2,0,2.235
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,39,4/26/2017,4,2017,1,6.5,1.330301493,3,1.330301493,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,9,4/1/2016,4,2016,5,5,4,66,4,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,5,4/23/2016,4,2016,4,2.5,2.31,3,2.31,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,28,9/9/2016,9,2016,4,2.17,1.68,9,0,1.68
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,39,1/11/2017,1,2017,1,4.42,0.1,1,0,0.1
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,22,5/15/2017,5,2017,3,3.03,0.2,8,0.2,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,7,26,7/19/2016,7,2016,4,3,0.325,1,0,0.325
lagnaorana,Caranx ignobilis,Carangidae,Caranx,7,4,12/9/2016,12,2016,2,2,0.285,1,0,0.285
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,1/13/2017,1,2017,2,3.17,1.2,3,0,1.2
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,19,4/26/2017,4,2017,4,4.17,0.055,1,0.055,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,7,31,10/14/2016,10,2016,4,3.67,1.835,1,0,1.835
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,3/22/2016,3,2016,1,4,0.04,2,0,0.04
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,9,1/11/2017,1,2017,1,2.5,1.330301493,3,1.330301493,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,30,10/15/2016,10,2016,1,2.5,3.104036817,7,3.104036817,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,4/12/2016,4,2016,3,1.77,0.047,1,0,0.047
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,42,7/24/2017,7,2017,1,7.73,15.96361792,36,15.96361792,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,2/9/2016,2,2016,1,5.75,0,10,0,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,27,6/16/2016,6,2016,1,2.02,0.443433831,1,0.443433831,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,16,5/20/2016,5,2016,5,1,0.56,3,0.56,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,3,3/14/2016,3,2016,4,4,0.67,2,0.67,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,49,9/30/2016,9,2016,1,5.75,26.60602986,60,26.60602986,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,34,9/30/2016,9,2016,1,3.28,2.660602986,6,2.660602986,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,3,4/12/2016,4,2016,3,1.78,0.058,2,0.058,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,22,11/14/2016,11,2016,4,1.17,3.98,27,3.98,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,2/27/2017,2,2017,1,4,3.990904479,9,3.990904479,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,11,4/22/2016,4,2016,2,2.5,0.475,1,0,0.475
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,19,8/26/2017,8,2017,4,3.5,1.905,3,0,1.905
lagnaorana,Caranx ignobilis,Carangidae,Caranx,7,25,7/19/2016,7,2016,4,1,0.643,2,0,0.643
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,1,3/12/2016,3,2016,3,2.03,0.136,6,0,0.136
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,13,4/23/2017,4,2017,3,2.57,0.045,2,0,0.045
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,42,10/26/2016,10,2016,1,5.67,1.773735324,4,1.773735324,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,8,5/27/2017,5,2017,2,3.42,0.13,2,0.13,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,27,4/23/2016,4,2016,1,2.67,0.045,1,0,0.045
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,13,1/30/2017,1,2017,5,5.75,0.369,3,0.369,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,11,10/23/2016,10,2016,2,1.67,1.145,1,1.145,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,30,6/10/2016,6,2016,1,3.17,6.208073635,14,6.208073635,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,6,4/26/2017,4,2017,1,4.87,2.217169155,5,2.217169155,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,4,23,7/10/2016,7,2016,4,1.5,0.48,1,0,0.48
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,1,3/29/2016,3,2016,5,1,3.216,48,3.216,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,40,4/23/2017,4,2017,4,3.17,1.21,1,0,1.21
lagnorana bemaso,Decapterus sp.,Carangidae,Decapterus,1,6,8/19/2017,8,2017,2,3.75,0.16,1,0.16,0
lagnorana bemaso,Decapterus sp.,Carangidae,Decapterus,1,16,2/9/2016,2,2016,1,6,1.795833333,15,1.795833333,0
lagnorana bemaso,Decapterus sp.,Carangidae,Decapterus,1,31,9/28/2016,9,2016,1,4.93,1.0775,9,1.0775,0
lagnorana bemaso,Decapterus sp.,Carangidae,Decapterus,1,15,7/22/2016,7,2016,2,3.22,0.535,6,0.535,0
lagnorana bemaso,Decapterus sp.,Carangidae,Decapterus,1,17,7/22/2016,7,2016,2,3.75,0.22,2,0,0.22
lagnorana bemaso,Decapterus sp.,Carangidae,Decapterus,1,49,9/30/2016,9,2016,1,5.75,5.3875,45,5.3875,0
lagnorana bemaso,Decapterus sp.,Carangidae,Decapterus,8,36,2/9/2016,2,2016,1,6.75,2.394444444,20,2.394444444,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,2/23/2017,2,2017,2,3.4,0.455,16,0.455,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,5,11/26/2016,11,2016,2,3.25,0.165,1,0.165,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,15,8/12/2016,8,2016,3,2.78,0.025,1,0,0.025
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,3/22/2016,3,2016,2,3,1.28,39,1.28,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,4/1/2017,4,2017,2,4.33,1.375,24,1.375,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,2,10/29/2016,10,2016,3,1.63,0.08,4,0,0.08
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,9,4/10/2016,4,2016,2,3.33,0.165,5,0.165,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,4/22/2016,4,2016,2,5.5,0.21,8,0.21,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,5/27/2017,5,2017,2,4,0.765,11,0.765,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,4/22/2016,4,2016,2,5.5,0.83,24,0.83,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,4/22/2016,4,2016,2,5.5,0.34,8,0.34,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,16,8/5/2016,8,2016,2,4.4,0.055,1,0,0.055
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,6/29/2016,6,2016,2,5.97,0.19,2,0,0.19
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,1/28/2017,1,2017,2,4.58,0.065,1,0,0.065
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,9,6/16/2016,6,2016,2,4.17,0.105,3,0.105,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,2,3,9/14/2017,9,2017,2,6.9,0.51,1,0,0.51
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,2,3,4/13/2017,4,2017,2,3.83,0.045,1,0,0.045
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,2,8/9/2016,8,2016,2,4.17,0.09,2,0.09,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,13,5/8/2016,5,2016,2,4.5,0.37,10,0.37,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,9,8/22/2016,8,2016,2,3.42,0.055,1,0,0.055
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,1/22/2017,1,2017,2,2.58,0.03,1,0,0.03
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,13,1/22/2017,1,2017,2,3,0.475,10,0,0.475
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,9,5/8/2016,5,2016,2,3.33,0.505,16,0.505,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,6/21/2017,6,2017,2,3.83,0.075,1,0.075,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,2,26,4/22/2017,4,2017,2,3.83,0.19,2,0,0.19
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,2,3,8/5/2016,8,2016,2,6.9,0.51,1,0,0.51
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,9,3/22/2016,3,2016,2,4,0.755,26,0.755,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,2/24/2017,2,2017,2,2.88,0.57,25,0.365,0.205
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,8,8,5/27/2017,5,2017,2,3.42,0.475,7,0.475,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,9,10/27/2016,10,2016,2,3.15,0.67,4,0,0.67
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,14,7/22/2016,7,2016,2,4.33,0.16,1,0,0.16
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,13,5/12/2016,5,2016,2,3.83,0.105,3,0,0.105
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,2,3,12/9/2016,12,2016,2,3.75,0.805,1,0,0.805
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,9,1/28/2017,1,2017,2,3.17,0.15,2,0,0.15
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,13,4/26/2016,4,2016,2,5.5,0.63,9,0.63,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,3/26/2016,3,2016,2,3.42,0.325,6,0.325,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,3/29/2017,3,2017,2,5.08,0.145,4,0,0.145
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,2,3,8/9/2016,8,2016,2,6.25,0.065,1,0,0.065
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,11,11/1/2016,11,2016,2,2.75,0.245,1,0.245,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,8,14,6/16/2016,6,2016,2,4.92,0.03,1,0.03,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,10,3/25/2017,3,2017,3,2.57,0.08,1,0,0.08
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,19,8/22/2016,8,2016,2,2.4,0.11,1,0,0.11
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,2/17/2017,2,2017,2,4.42,0.165,10,0,0.165
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,4/30/2017,4,2017,2,4.08,0.565,20,0.565,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,2/24/2017,2,2017,2,5.9,0.14,1,0,0.14
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,9,9/19/2016,9,2016,2,3.5,60,1,60,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,13,6/15/2016,6,2016,2,5.75,0.075,2,0,0.075
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,16,9/22/2016,9,2016,2,3.32,0.24,3,0,0.24
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,17,10/26/2016,10,2016,2,4.8,0.26,7,0.26,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,4/1/2017,4,2017,2,4.17,0.32,13,0.32,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,6,9/21/2016,9,2016,2,6.42,0.17,2,0,0.17
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,17,6/19/2016,6,2016,4,3,0.105,2,0.105,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,1/28/2017,1,2017,2,3.17,0.21,7,0,0.21
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,3/29/2017,3,2017,2,3.5,0.12,9,0.12,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,2,12/9/2016,12,2016,2,2.5,0.11,2,0,0.11
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,7,3/22/2016,3,2016,2,4.5,0.46,16,0,0.46
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,13,7/16/2016,7,2016,2,2.83,0.175,2,0,0.175
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,36,7/23/2017,7,2017,1,6.92,1.086694914,1,1.086694914,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,8,20,8/12/2016,8,2016,3,3.4,0.145,2,0,0.145
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,8,10/17/2016,10,2016,2,3.67,0.055,1,0.055,0
lagnorampisaka,Caranx sexfasciatus,Carangidae,Caranx,1,13,6/20/2016,6,2016,2,5.17,0.04,1,0,0.04
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,5,10/27/2016,10,2016,2,1.83,0.165,1,0.165,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,8,1/28/2017,1,2017,2,3.17,0.31,2,0,0.31
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,14,9/17/2016,9,2016,1,4.92,3.625,35,3.625,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,22,9/30/2016,9,2016,1,5.5,6.835714286,66,6.835714286,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,6,3/22/2016,3,2016,2,4.08,0.13,2,0,0.13
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,30,7/20/2016,7,2016,1,4.42,1.035714286,10,1.035714286,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,31,9/28/2016,9,2016,1,4.93,2.485714286,24,2.485714286,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,9,10/27/2016,10,2016,2,3.15,0.175,1,0.175,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,14,8/23/2016,8,2016,1,5.75,1.864285714,18,1.864285714,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,8,31,8/6/2016,8,2016,1,3.47,0.09,2,0,0.09
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,2,9/23/2016,9,2016,1,4.08,1.657142857,16,1.657142857,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,36,6/28/2016,6,2016,1,3.25,1.346428571,13,1.346428571,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,27,9/28/2016,9,2016,1,1.62,0.12,2,0.12,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,22,7/20/2016,7,2016,1,3.35,0.06,1,0.06,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,36,7/8/2016,7,2016,1,6.25,1.346428571,13,1.346428571,0
lagnoramahitso,Seriola rivoliana,Carangidae,Seriola,1,49,8/6/2016,8,2016,1,4.08,2.071428571,20,2.071428571,0
lagnoranampiny,Carangidae family,Carangidae,NA,8,16,11/26/2016,11,2016,2,7.25,23.67,3,23.67,0
lagnoranampiny,Carangidae family,Carangidae,NA,1,17,9/19/2016,9,2016,2,3.57,0.145,1,0.145,0
lagnoranampiny,Carangidae family,Carangidae,NA,1,13,11/26/2016,11,2016,2,7.25,20.245,2,20.245,0
orandretry,NA,NA,Panulirus,4,1,3/14/2016,3,2016,4,20,0.95,1,0,0.95
orandretry,NA,NA,Panulirus,1,36,12/12/2016,12,2016,4,2.5,0.51,1,0,0.51
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,49,4/28/2016,4,2016,1,5.98,0.703573413,2,0.703573413,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,24,12/18/2016,12,2016,3,1.08,0.145,1,0.145,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,12,8/18/2016,8,2016,2,2.22,0.205,1,0,0.205
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,3,9/17/2017,9,2017,2,6.25,1.08,7,1.08,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,15,10/25/2016,10,2016,4,2.5,1.551,3,1.551,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,3,8/5/2016,8,2016,2,6.9,2.005,5,0,2.005
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,41,3/18/2016,3,2016,1,5.5,0.47,3,0.47,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,9,5/8/2016,5,2016,2,3.33,0.075,1,0,0.075
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,15,6/15/2016,6,2016,2,3.3,0.055,1,0,0.055
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,36,7/23/2017,7,2017,1,6.92,0.703573413,2,0.703573413,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,9,6/29/2016,6,2016,2,4.17,0.08,1,0,0.08
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,13,6/15/2016,6,2016,2,5.75,0.06,1,0,0.06
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,13,4/20/2017,4,2017,2,7.58,3.45,2,3.45,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,27,5/29/2016,5,2016,1,2.9,0.703573413,2,0.703573413,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,3,8/9/2016,8,2016,2,6.25,1.08,7,1.08,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,10,3/25/2017,3,2017,3,2.57,0.05,1,0.05,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,2,3/22/2016,3,2016,1,3.12,0.12,2,0,0.12
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,6,3/14/2016,3,2016,2,5.5,0.165,4,0.165,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,18,5/27/2017,5,2017,2,2.5,0.41,3,0.41,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,34,6/8/2017,6,2017,1,6.9,0.02,1,0,0.02
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,34,2/9/2016,2,2016,1,NA,0.703573413,2,0.703573413,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,9,5/30/2016,5,2016,2,4.33,0.06,1,0,0.06
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,34,8/23/2016,8,2016,1,7,0.485,2,0.485,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,14,4/20/2017,4,2017,2,6.42,3.29,5,3.29,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,13,4/23/2017,4,2017,3,2.57,0.09,3,0,0.09
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,5,4/23/2016,4,2016,4,2.5,0.655,2,0,0.655
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,30,8/6/2016,8,2016,1,5.27,0.351786706,1,0.351786706,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,14,5/29/2016,5,2016,1,5.35,1.407146825,4,1.407146825,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,6,4/22/2016,4,2016,2,5.5,0.19,1,0,0.19
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,34,3/18/2016,3,2016,1,5.5,0.703573413,2,0.703573413,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,20,9/19/2016,9,2016,2,5.83,1.27,4,0.07,1.2
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,8,6/21/2017,6,2017,2,3.83,0.035,2,0,0.035
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,16,4/20/2017,4,2017,2,7.58,11.02,4,11.02,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,8,9,9/23/2016,9,2016,1,5.75,1.845,2,1.845,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,3,12/9/2016,12,2016,2,3.75,0.81,1,0,0.81
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,8,8,5/27/2017,5,2017,2,3.42,0.21,1,0,0.21
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,41,10/1/2016,10,2016,1,4.67,0.21,1,0,0.21
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,5,2/26/2016,2,2016,1,6.5,0.351786706,1,0.351786706,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,2,4/20/2017,4,2017,1,4,0.025,1,0,0.025
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,18,8/9/2016,8,2016,2,5.58,0.185,1,0,0.185
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,2,3,9/14/2017,9,2017,2,6.9,2.005,5,0,2.005
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,15,7/22/2016,7,2016,2,3.22,0.35,3,0.35,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,13,1/30/2017,1,2017,5,5.75,2.008,6,2.008,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,17,5/14/2016,5,2016,4,16,1.835,2,0,1.835
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,34,9/30/2016,9,2016,1,3.28,2.110720238,6,2.110720238,0
laoko mena,Heteropriacanthus carolinus,NA,Heteropriacanthus,1,28,9/9/2016,9,2016,4,2.17,0.465,2,0.465,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,13,5/12/2016,5,2016,2,3.83,0.205,1,0,0.205
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,13,6/29/2016,6,2016,2,4.75,0.245,1,0,0.245
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,9,5/20/2017,5,2017,2,3.17,0.415,2,0.415,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,16,6/16/2016,6,2016,2,4.93,0.775,4,0.775,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,29,7/24/2017,7,2017,1,5.53,0.933353175,5,0.933353175,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,49,8/6/2016,8,2016,1,4.08,1.306694444,7,1.306694444,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,13,6/15/2016,6,2016,2,5.75,1.26,5,1.26,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,1,4/20/2017,4,2017,1,5,0.1,1,0,0.1
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,8,14,6/16/2016,6,2016,2,4.92,0.21,1,0,0.21
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,17,7/22/2016,7,2016,2,3.75,0.7,3,0.7,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,39,4/15/2017,4,2017,1,5,0.933353175,5,0.933353175,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,4,7/24/2017,7,2017,1,3.5,0.175,1,0,0.175
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,8,3/31/2016,3,2016,5,5.5,0.162,1,0.162,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,8,7/28/2017,7,2017,2,3.83,0.2,1,0,0.2
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,9,6/15/2016,6,2016,2,3.92,0.37,2,0.37,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,14,6/29/2016,6,2016,2,4.75,0.205,1,0,0.205
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,8,10,5/26/2016,5,2016,3,2.82,0.381,3,0.381,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,18,5/20/2017,5,2017,2,3.67,0.225,1,0.225,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,17,5/27/2016,5,2016,5,4.33,0.172,1,0.172,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,22,7/26/2016,7,2016,1,3.43,0.74668254,4,0.74668254,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,29,6/16/2016,6,2016,1,3.75,0.165,1,0,0.165
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,15,6/15/2016,6,2016,2,3.3,0.21,1,0,0.21
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,22,6/16/2016,6,2016,1,3.42,0.185,1,0.185,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,6,6/29/2016,6,2016,2,5.97,0.145,1,0,0.145
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,6,3/23/2017,3,2017,1,3.42,0.74668254,4,0.74668254,0
laoko sabatra,Chyrocentrus sp.,NA,Chyrocentrus,1,29,5/15/2017,5,2017,1,3.9,0.235,2,0,0.235
vomonjira,NA,NA,NA,7,9,12/12/2016,12,2016,4,3,1.716,2,0,1.716
vomonjira,NA,NA,NA,7,4,12/9/2016,12,2016,2,2,0.32,1,0,0.32
vomonjira,NA,NA,NA,7,7,3/30/2016,3,2016,4,4,0.489,1,0.489,0
vomonjira,NA,NA,NA,7,2,3/26/2016,3,2016,4,6,5.145,9,5.145,0
vomonjira,NA,NA,NA,7,4,3/26/2016,3,2016,4,6.83,0.652,2,0,0.652
vomonjira,NA,NA,NA,1,15,9/19/2016,9,2016,2,4.25,1.105,2,1.105,0
vomonjira,NA,NA,NA,7,4,3/22/2016,3,2016,2,5.5,3.355,8,3.355,0
mandrantogno,Lethrinus harak,NA,Lethrinus,7,7,3/30/2016,3,2016,4,4,0.926,2,0.926,0
mandrantogno,Lethrinus harak,NA,Lethrinus,1,5,4/23/2016,4,2016,4,2.5,0.265,1,0,0.265
mandrantogno,Lethrinus harak,NA,Lethrinus,1,5,11/21/2016,11,2016,4,2,0.325,1,0,0.325
mandrantogno,Lethrinus harak,NA,Lethrinus,1,28,9/9/2016,9,2016,4,2.17,0.215,1,0.215,0
mandrantogno,Lethrinus harak,NA,Lethrinus,1,29,9/19/2016,9,2016,4,2,0.37,1,0.37,0
